vie;x;64;64;2;0;0.3386;0.2755
vie;x;64;128;2;0;0.6014;0.4525
vie;x;64;200;2;0;0.7164;0.5030
vie;x;64;300;2;0;0.8571;0.5173
vie;x;128;64;2;0;0.4150;0.3191
vie;x;128;128;2;0;0.6270;0.4285
vie;x;128;200;2;0;0.7293;0.4554
vie;x;128;300;2;0;0.8711;0.4906
vie;x;200;64;2;0;0.4298;0.3130
vie;x;200;128;2;0;0.6076;0.4047
vie;x;200;200;2;0;0.7357;0.4374
vie;x;200;300;2;0;0.8854;0.4611
vie;x;64;64;2;0;0.3694;0.3093
vie;x;64;128;2;0;0.5840;0.4587
vie;x;64;200;2;0;0.7059;0.5105
vie;x;64;300;2;0;0.8648;0.5210
vie;x;128;64;2;0;0.3990;0.3308
vie;x;128;128;2;0;0.6020;0.4324
vie;x;128;200;2;0;0.7246;0.4652
vie;x;128;300;2;0;0.8675;0.4871
vie;x;200;64;2;0;0.3716;0.2768
vie;x;200;128;2;0;0.6184;0.3978
vie;x;200;200;2;0;0.7414;0.4425
vie;x;200;300;2;0;0.8803;0.4691
vie;x;64;64;2;0;0.3478;0.2788
vie;x;64;128;2;0;0.5930;0.4701
vie;x;64;200;2;0;0.7221;0.4974
vie;x;64;300;2;0;0.8490;0.5285
vie;x;128;64;2;0;0.3634;0.2925
vie;x;128;128;2;0;0.6112;0.4380
vie;x;128;200;2;0;0.7314;0.4355
vie;x;128;300;2;0;0.8690;0.4938
vie;x;200;64;2;0;0.4041;0.3142
vie;x;200;128;2;0;0.5980;0.4164
vie;x;200;200;2;0;0.7402;0.4389
vie;x;200;300;2;0;0.8722;0.4824
ind;x;64;64;2;0;0.6494;0.5363
ind;x;64;128;2;0;0.7691;0.6692
ind;x;64;200;2;0;0.8577;0.7228
ind;x;64;300;2;0;0.9176;0.7698
ind;x;128;64;2;0;0.6550;0.5606
ind;x;128;128;2;0;0.7953;0.6635
ind;x;128;200;2;0;0.8661;0.6899
ind;x;128;300;2;0;0.9240;0.7282
ind;x;200;64;2;0;0.6638;0.5271
ind;x;200;128;2;0;0.7995;0.6196
ind;x;200;200;2;0;0.8700;0.6647
ind;x;200;300;2;0;0.9290;0.6997
ind;x;64;64;2;0;0.6494;0.5950
ind;x;64;128;2;0;0.7778;0.6876
ind;x;64;200;2;0;0.8500;0.7234
ind;x;64;300;2;0;0.9130;0.7662
ind;x;128;64;2;0;0.6540;0.5308
ind;x;128;128;2;0;0.7962;0.6535
ind;x;128;200;2;0;0.8608;0.6943
ind;x;128;300;2;0;0.9220;0.7189
ind;x;200;64;2;0;0.6678;0.5178
ind;x;200;128;2;0;0.8026;0.6261
ind;x;200;200;2;0;0.8700;0.6525
ind;x;200;300;2;0;0.9312;0.6732
ind;x;64;64;2;0;0.6479;0.6103
ind;x;64;128;2;0;0.7768;0.6808
ind;x;64;200;2;0;0.8536;0.7219
ind;x;64;300;2;0;0.9147;0.7611
ind;x;128;64;2;0;0.6438;0.5220
ind;x;128;128;2;0;0.7927;0.5964
ind;x;128;200;2;0;0.8643;0.7011
ind;x;128;300;2;0;0.9290;0.7305
ind;x;200;64;2;0;0.6674;0.5234
ind;x;200;128;2;0;0.7968;0.6176
ind;x;200;200;2;0;0.8691;0.6851
ind;x;200;300;2;0;0.9335;0.7015
eng;t;64;64;2;0;0.6680;0.5109
eng;t;64;128;2;0;0.8202;0.5983
eng;t;64;200;2;0;0.8684;0.6134
eng;t;64;300;2;0;0.9266;0.6258
eng;t;128;64;2;0;0.6981;0.5374
eng;t;128;128;2;0;0.8281;0.5889
eng;t;128;200;2;0;0.8826;0.6143
eng;t;128;300;2;0;0.9352;0.6369
eng;t;200;64;2;0;0.7234;0.5473
eng;t;200;128;2;0;0.8268;0.5953
eng;t;200;200;2;0;0.9029;0.6219
eng;t;200;300;2;0;0.9411;0.6273
eng;t;64;64;2;0;0.6846;0.5363
eng;t;64;128;2;0;0.8145;0.5907
eng;t;64;200;2;0;0.8743;0.6182
eng;t;64;300;2;0;0.9192;0.6292
eng;t;128;64;2;0;0.7175;0.5486
eng;t;128;128;2;0;0.8251;0.5981
eng;t;128;200;2;0;0.8866;0.6107
eng;t;128;300;2;0;0.9353;0.6317
eng;t;200;64;2;0;0.7167;0.5413
eng;t;200;128;2;0;0.8265;0.6009
eng;t;200;200;2;0;0.8925;0.6146
eng;t;200;300;2;0;0.9409;0.6291
eng;t;64;64;2;0;0.6796;0.5312
eng;t;64;128;2;0;0.8003;0.5871
eng;t;64;200;2;0;0.8648;0.6129
eng;t;64;300;2;0;0.9239;0.6415
eng;t;128;64;2;0;0.7068;0.5452
eng;t;128;128;2;0;0.8225;0.5955
eng;t;128;200;2;0;0.8896;0.6218
eng;t;128;300;2;0;0.9342;0.6342
eng;t;200;64;2;0;0.7298;0.5550
eng;t;200;128;2;0;0.8426;0.6058
eng;t;200;200;2;0;0.8925;0.6137
eng;t;200;300;2;0;0.9450;0.6465
eng;x;64;64;2;0;0.7830;0.6607
eng;x;64;128;2;0;0.8846;0.7475
eng;x;64;200;2;0;0.9403;0.7680
eng;x;64;300;2;0;0.9790;0.7887
eng;x;128;64;2;0;0.7952;0.6600
eng;x;128;128;2;0;0.8835;0.7137
eng;x;128;200;2;0;0.9447;0.7529
eng;x;128;300;2;0;0.9794;0.7747
eng;x;200;64;2;0;0.7885;0.6502
eng;x;200;128;2;0;0.8974;0.7166
eng;x;200;200;2;0;0.9505;0.7298
eng;x;200;300;2;0;0.9836;0.7763
eng;x;64;64;2;0;0.7769;0.6771
eng;x;64;128;2;0;0.8832;0.7616
eng;x;64;200;2;0;0.9425;0.7802
eng;x;64;300;2;0;0.9791;0.8123
eng;x;128;64;2;0;0.7804;0.6461
eng;x;128;128;2;0;0.8911;0.7272
eng;x;128;200;2;0;0.9461;0.7544
eng;x;128;300;2;0;0.9805;0.7738
eng;x;200;64;2;0;0.7815;0.6424
eng;x;200;128;2;0;0.8925;0.6891
eng;x;200;200;2;0;0.9527;0.7654
eng;x;200;300;2;0;0.9825;0.7801
eng;x;64;64;2;0;0.7737;0.6667
eng;x;64;128;2;0;0.8791;0.7331
eng;x;64;200;2;0;0.9427;0.7666
eng;x;64;300;2;0;0.9799;0.8031
eng;x;128;64;2;0;0.7797;0.6470
eng;x;128;128;2;0;0.8887;0.6912
eng;x;128;200;2;0;0.9439;0.7418
eng;x;128;300;2;0;0.9772;0.7552
eng;x;200;64;2;0;0.7987;0.6592
eng;x;200;128;2;0;0.8982;0.6971
eng;x;200;200;2;0;0.9461;0.7451
eng;x;200;300;2;0;0.9821;0.7812
fra;t;64;64;2;0;0.7682;0.6275
fra;t;64;128;2;0;0.8503;0.6646
fra;t;64;200;2;0;0.9093;0.6891
fra;t;64;300;2;0;0.9355;0.6839
fra;t;128;64;2;0;0.7843;0.6144
fra;t;128;128;2;0;0.8677;0.6754
fra;t;128;200;2;0;0.9175;0.7003
fra;t;128;300;2;0;0.9478;0.7094
fra;t;200;64;2;0;0.7970;0.6271
fra;t;200;128;2;0;0.8680;0.6639
fra;t;200;200;2;0;0.9182;0.6889
fra;t;200;300;2;0;0.9555;0.7298
fra;t;64;64;2;0;0.7660;0.6137
fra;t;64;128;2;0;0.8567;0.6666
fra;t;64;200;2;0;0.9000;0.6851
fra;t;64;300;2;0;0.9382;0.7102
fra;t;128;64;2;0;0.7796;0.6093
fra;t;128;128;2;0;0.8812;0.6871
fra;t;128;200;2;0;0.9183;0.7003
fra;t;128;300;2;0;0.9461;0.7071
fra;t;200;64;2;0;0.7957;0.6166
fra;t;200;128;2;0;0.8817;0.6711
fra;t;200;200;2;0;0.9262;0.7075
fra;t;200;300;2;0;0.9532;0.7128
fra;t;64;64;2;0;0.7638;0.6256
fra;t;64;128;2;0;0.8560;0.6685
fra;t;64;200;2;0;0.9057;0.6827
fra;t;64;300;2;0;0.9413;0.7113
fra;t;128;64;2;0;0.7790;0.6090
fra;t;128;128;2;0;0.8699;0.6706
fra;t;128;200;2;0;0.9181;0.7032
fra;t;128;300;2;0;0.9450;0.7120
fra;t;200;64;2;0;0.7896;0.6274
fra;t;200;128;2;0;0.8787;0.6656
fra;t;200;200;2;0;0.9266;0.6983
fra;t;200;300;2;0;0.9529;0.7082
fra;x;64;64;2;0;0.8396;0.7946
fra;x;64;128;2;0;0.9250;0.8594
fra;x;64;200;2;0;0.9575;0.8863
fra;x;64;300;2;0;0.9797;0.9051
fra;x;128;64;2;0;0.8485;0.7791
fra;x;128;128;2;0;0.9205;0.8426
fra;x;128;200;2;0;0.9617;0.8791
fra;x;128;300;2;0;0.9828;0.8916
fra;x;200;64;2;0;0.8490;0.7728
fra;x;200;128;2;0;0.9265;0.8390
fra;x;200;200;2;0;0.9634;0.8710
fra;x;200;300;2;0;0.9843;0.8915
fra;x;64;64;2;0;0.8386;0.7955
fra;x;64;128;2;0;0.9182;0.8497
fra;x;64;200;2;0;0.9570;0.8800
fra;x;64;300;2;0;0.9800;0.9047
fra;x;128;64;2;0;0.8479;0.7844
fra;x;128;128;2;0;0.9214;0.8504
fra;x;128;200;2;0;0.9615;0.8759
fra;x;128;300;2;0;0.9804;0.8917
fra;x;200;64;2;0;0.8460;0.7875
fra;x;200;128;2;0;0.9276;0.8472
fra;x;200;200;2;0;0.9599;0.8722
fra;x;200;300;2;0;0.9837;0.8893
fra;x;64;64;2;0;0.8483;0.8088
fra;x;64;128;2;0;0.9118;0.8572
fra;x;64;200;2;0;0.9569;0.8777
fra;x;64;300;2;0;0.9797;0.9017
fra;x;128;64;2;0;0.8415;0.7732
fra;x;128;128;2;0;0.9248;0.8485
fra;x;128;200;2;0;0.9597;0.8804
fra;x;128;300;2;0;0.9803;0.8923
fra;x;200;64;2;0;0.8451;0.7773
fra;x;200;128;2;0;0.9276;0.8390
fra;x;200;200;2;0;0.9643;0.8668
fra;x;200;300;2;0;0.9786;0.8843
eng;b;64;64;2;2;0.7461;0.4788
eng;b;64;64;2;4;0.7499;0.4750
eng;b;64;64;2;8;0.7497;0.4782
eng;b;64;64;3;2;0.7658;0.4925
eng;b;64;64;3;4;0.7645;0.4913
eng;b;64;64;3;8;0.7754;0.4953
eng;b;64;128;2;2;0.7489;0.4675
eng;b;64;128;2;4;0.7590;0.4885
eng;b;64;128;2;8;0.7521;0.4806
eng;b;64;128;3;2;0.7775;0.4955
eng;b;64;128;3;4;0.7867;0.5109
eng;b;64;128;3;8;0.7761;0.4990
eng;b;64;200;2;2;0.7512;0.4840
eng;b;64;200;2;4;0.7702;0.4935
eng;b;64;200;2;8;0.7629;0.4925
eng;b;64;200;3;2;0.7877;0.5094
eng;b;64;200;3;4;0.8005;0.5278
eng;b;64;200;3;8;0.7720;0.5016
eng;b;64;300;2;2;0.7545;0.4802
eng;b;64;300;2;4;0.7831;0.5053
eng;b;64;300;2;8;0.7751;0.5044
eng;b;64;300;3;2;0.7841;0.5034
eng;b;64;300;3;4;0.7884;0.5096
eng;b;64;300;3;8;0.7854;0.5107
eng;b;128;64;2;2;0.8915;0.5474
eng;b;128;64;2;4;0.8958;0.5516
eng;b;128;64;2;8;0.9066;0.5601
eng;b;128;64;3;2;0.9091;0.5718
eng;b;128;64;3;4;0.9196;0.5768
eng;b;128;64;3;8;0.9210;0.5888
eng;b;128;128;2;2;0.8877;0.5493
eng;b;128;128;2;4;0.9100;0.5688
eng;b;128;128;2;8;0.9139;0.5796
eng;b;128;128;3;2;0.9115;0.5699